Įstaiga;Paslauga;Renginio pavadinimas;Metai;Lėšos;Dalyvių skaičius
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ Infotekos veikla;2016;-;2078
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ spektaklių sklaida Lietuvoje  ;2018;-;1100
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ spektakliai sostinės publikai;2018;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunųjų menininkų scenos menų programa „Atvira erdvė“ ;2018;-;320
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis festivalis vaikams ir jaunimui KITOKS‘18;2018;-;1597
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis šiuolaikinio cirko festivalis „Naujojo cirko savaitgalis“;2018;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis gatvės teatro meno festivalis SPOT;2018;-;3000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinių rezidencijų programa „Print Art On Stage“;2018;-;72
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Tarptautinė šiuolaikinio cirko edukacijos programa“;2018;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"Edukacija ""Print Art on Stage"" metu";2018;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis edukacinis projektas “CIRCollaborative Tools”;2018;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vaikų ir jaunimo edukacija Tarptautinio festivalio vaikams ir jaunimui KITOKS metu;2018;-;18
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"Informacinės-edukacinės ekskursijos potencialiai ""Menų spaustuvės"" publikai";2018;-;200
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunojo žiūrovo ugdymas menu: edukacinės dirbtuvės vaikams ;2018;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ interneto svetainė www.menuspaustuve.lt;2018;-;65004
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Interneto svetainė „Menų faktūra“;2018;-;81000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ Infotekos veikla: skaitymo ugdymas;2018;-;635
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ spektakliai ;2019;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunųjų menininkų scenos menų programa „Atvira erdvė“ ;2019;-;300
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis festivalis vaikams ir jaunimui KITOKS‘19;2019;-;1000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis šiuolaikinio cirko festivalis „Naujojo cirko savaitgalis“;2019;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis gatvės teatro meno festivalis SPOT;2019;-;3000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinių rezidencijų programa „Print Art On Stage“;2019;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tinklaveika;2019;-;
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Tarptautinė šiuolaikinio cirko edukacijos programa“;2019;-;85
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"Edukacija ""Print Art on Stage"" metu";2019;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis edukacinis projektas “CIRCollaborative Tools”;2019;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vaikų ir jaunimo edukacija Tarptautinio festivalio vaikams ir jaunimui KITOKS metu;2019;-;16
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"Informacinės-edukacinės ekskursijos potencialiai ""Menų spaustuvės"" publikai";2019;-;200
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunojo žiūrovo ugdymas menu: edukacinės dirbtuvės vaikams ;2019;-;200
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginių viešinimas, veiklų pristatymas  „Menų spaustuvės“ interneto svetainėje, Facebook ir kitose socialinėse platformose;2019;-;2900
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ Infotekos veikla: skaitymo ugdymas;2019;-;288
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kūrėjų rezidavimas Užupio g. 2;2018;-;27
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kūrybinio verslo įmonių rezidavimas;2018;-;43
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Užsienio kūrėjų rezidavimas;2018;-;14
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Kitoje upės pusėje“;2018;-;1000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Penktadienis 13“;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Piliakalniai“;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Užupis: mitas ar realybė“;2018;-;5000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"Užupio pleneras ""Balta""";2018;-;2100
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Briliantovyje Beliashy“;2018;-;1000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Link“;2018;-;900
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„San Francisko Portretai“;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Miesto istorijos;2018;-;4000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Kosmosas“;2018;-;900
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Indo Omonatopėja“;2018;-;1200
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Aš kaip tik ten einu”;2018;-;1100
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Disonansas: Pasidavimo strategijos”;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Balloons“;2018;-;3000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"""Mintys prie upės""";2018;-;2000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Beždžionynas“;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Entropija”;2018;-;1100
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Anapus atvaizdo“;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Bite Vilnius“;2018;-;900
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapyba;2018;-;1200
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Pasivaikščio-jimas heterotopija”;2018;-;300
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotografijos;2018;-;200
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Tylos laukas“;2018;-;500
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Šimtas moterų portretų”;2018;-;1800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Indi ART scena”;2018;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Šiaurietiški peizažai“;2018;-;1800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;LT Identity;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Modelis dėlionei“;2018;-;800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Pianinai“;2018;-;5000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Draugai ;2018;-;1800
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Meno erdvės „Magnetai ir stebuklai“   atidarymas,;2018;-;2000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kultūros diena Užupyje;2018;-;100
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kultūros naktis Užupyje;2018;-;5000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Miesto įkvėpti“;2018;-;1050
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Užupio įkvėpti“;2018;-;850
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;10 seminarų ir paskaitų ciklas;2018;-;210
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;6 kino  vakarai, „Ūkų kino klubas“;2018;-;120
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;6 mugės;2018;-;4500
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;4 stovyklos vaikams ir paaugliams;2018;-;80
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;5 koncertai;2018;-;2000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;4 spektakliai;2018;-;320
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;32 edukaciniai užsiėmimai;2018;-;2000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;10 kūrybinių industrijų susitikimų, diskusijų;2018;-;120
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Užupio įkvėpti“;2018;-;3000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Baltas kubas“;2018;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Kalno rezidencijų plėtra“;2018;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Tarptautinių rezidencijų įrengimas“;2018;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Užupio pleneras Balta“;2018;1000;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Kūrybingumo dienos Užupio meno inkubatoriuje;2018;1000;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus - Diuseldorfo menininkų mobilumo programa;2018;1993;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kūrybinės dirbtuvės, edukacija;2017;-;250
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Seminarai, paskaitos;2017;-;105
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino seansai;2017;-;120
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Mugės;2017;-;4 000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Stovyklos;2017;-;30
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertai;2017;-;2 000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Spektakliai;2017;-;60
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kultūros naktis;2017;-;5 000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Dizaino savaitė;2017;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kultūros diena;2017;-;3 000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Sostinės dienos;2017;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Užupio neprigulimybės diena;2017;-;2 000
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vėjo dienos;2017;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Parodų organizavimas;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kūrybiniai mokymai;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Meno dirbinių mugės;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kino vakarai;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Sociokultūrinės akcijos;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kūrybinės stovyklos;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Apdovanojimų ceremonijos;2015;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginių organizavimas;2016;-;9005
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Parodų organizavimas;2016;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas - Apšvietimo dizainas;2016;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas - Tarptautinės kūrybinės dizaino dirbtuvės;2016;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas - Eksperimentinė kūrybinė laboratorija vaikams „Dkids“. ;2016;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas - Menininkų verslumo projektas „Apie teises ir pareigas“;2016;-;-
VšĮ Užupio meno inkubatorius;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Edukaciniai būreliai, dailės ir dainavimo studijos;2016;-;-
