Įstaiga;Paslauga;Renginio pavadinimas;Metai;Lėšos;Dalyvių skaičius
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Personalinės Ewa Miazek (Lenkija) tapybos darbų paroda „Pompėjos“;2016;-;53
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Klasikinės muzikos koncertas dvare su Gleb Pyšniak (violončelė) ir Ivan Petričevič (klasikinė gitara);2016;-;800
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Bendra jaunosios dailininkų kartos menininkų darbų paroda “Tete-a-tete“ ;2016;-;14
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Algimanto Pauliukevičiaus klasikinės gitaros rečitalis „Nuo renesanso iki šių dienų“.;2016;-;200
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;150
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos darbų paroda „Kursas“. Parodoje pristatomi 10 tapytojų darbai.;2016;-;180
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Baigiamasis Yamahos mokyklos mokinių koncertas ;2016;-;48
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trio Giocoso atliekamas klasikinės muzikos koncertas „desertui...Mozart ar Salieri“. Vedėja - muzikologė R. Murauskaitė;2016;-;14
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų vokės dvaro sodybos kaimiškos muzikos kapelos „Vacio armonikėlė‘ koncertas;2016;-;40
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Atvirų durų diena Trakų Vokės dvare jaunavedžiams, vestuvių planuotojams. Seminaras jaunavedžiams.;2016;-;180
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;160
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kompanijos UAB „Forbis“ išvažiuojamasis renginys. Talka dvare.;2016;-;34
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Piknikas Trakų Vokės dvaro pievoje. Ekskursijos po dvarą, rūsius.;2016;-;140
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;E. Rakauskaitės ir R. Balinsko tapybos darbų paroda „Tenčia čiaten“.;2016;-;112
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Klasikinės muzikos koncertas „Beethoven. Das Trio“. G. Pyšniak, D. Dėdinskaitė, U. Petrauskaitė.;2016;-;112
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Piknikas Trakų Vokės dvaro pievoje. Ekskursijos po dvarą, rūsius.;2016;-;40
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;90
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Klasikinės muzikos koncertas dvare. G. Pyšniak;2016;-;40
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Lietuvos dailininkų sąjungos Vilniaus tapybos sekcijos paroda „Laukinis kultūrinis augalas“.;2016;-;50
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;V-osios jaunųjų bardų stovyklos baigiamasis koncertas.;2016;-;50
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. B. Baranayi, Aki Maeda, Hyunjin Kwoun, Baiba Osina.;2016;-;70
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. Reinhard latzko, S. Zajančkauskitė, D. Dėdinskaitė.;2016;-;80
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. A. S. Albrecht, Aki Maeda, A. Majewski, Baiba Osina.;2016;-;50
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. Emil Oleijnik, Baiba Osina, Emilian Rosiak, S. Zajančkauskaitė.;2016;-;30
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. Vladislav Glushchenko, Aki Maeda, Latica Anic, S. Zajančkauskaitė.;2016;-;24
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. Džeraldas Bidva, Wolfgang Klos, G. Pyšniak, Baiba Osina.;2016;-;170
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Ars Summer Fest Academy koncertas.;2016;-;140
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;II Festivalis „Ars Summer Fest“. Klasikinės muzikos koncertas. Philip Zukerman, Simona Zajančkauskaitė.;2016;-;80
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų Vokės gimnazijos diplomų įteikimo abiturientams renginys.;2016;-;70
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;70
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Personalinė Sauliaus Dastiko tapybos darbų paroda „Tikėk/regėk“. ;2016;-;90
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Piknikas Trakų Vokės dvaro pievoje. Ekskursijos po dvarą, rūsius.;2016;-;100
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;80
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Keliaujantys nebyliojo kino koncertai.Garsinės peržiūros. Berlynas:didžiojo miesto simfonija.;2016;-;300
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginys „Nemiegantys rajonai“. Filmų peržiūra dvare.;2016;-;120
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas „Meilės fontanas“. Solistė J. Stupnianek-Kalėdienė, pianistė N. Baranauskaitė-Matukonienė.;2016;-;30
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas „Rudens regtaimas“.;2016;-;80
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;M. Veriovkinos vardo simpoziumų ir M. Veriovkinos faksimilių paroda „Vizionieriai“.;2016;-;70
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;60
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Konferencija Rene Andre (1867-1942) epocha. Kraštovaizdžio architekto kūrybos laukas – nuo želdynų iki miestų planavimo.;2016;-;76
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare su Edita Rakauskaite.;2016;-;120
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare su Edita Rakauskaite.;2016;-;210
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare su Edita Rakauskaite.;2016;-;30
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Romantinės muzikos vakaras „Dolce Amor“;2016;-;17
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda Vizualusis esė „Paprotys įprotis“. Kūrybinės dirbtuvės. Ekskursijos.;2016;-;12
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2016;-;300
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Savaitgalio tapybos pleneras dvare su Edita Rakauskaite.;2016;-;200
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Savaitgalio tapybos pleneras dvare su Edita Rakauskaite.;2016;-;90
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Režisieriaus E. Koršunovo spektaklis Samuel Beckett „Komedija“.;2016;-;17
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų Vokės dvaro parko rekonstrukcijos pristatymas vietos bendruomenei.;2016;-;200
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus „Ąžuoliuko“ muzikos mokyklos atlikėjų koncertas „Skamba muzika dvare“.;2016;-;230
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas visai šeimai „Kalėdų stebuklas“. V. Smailytė, J. Kalėdienė, S. Zbarauskaitė.;2016;-;160
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Klasikinės gitaros koncertas „Įsimylėję gitarą“. A. Pauliukevičius, A. Poškus.;2016;-;78
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas „Užburianti žiema“;2016;-;36
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas „Užburtoji fleita“;2016;-;67
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Balta siena“;2016;4700;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Gyvos dvaro istorijos“;2016;1400;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kaimiškos muzikos kapela „Vacio armonikėlė“ ;2019;-;12
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Folkloro ansamblis „Vija“ ;2019;-;17
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Marijos Damaševičiūtės šokių mokykla;2019;-;45
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Linijiniai šokiai VšĮ „Judesio architektūra“ su vadove Vilma Grikine ;2019;-;22
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Linksmieji žiogeliai“ – užsiėmimai mažiesiems su vadove Rita Radzevičiene ;2019;-;20
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Juoko joga su vadove Aušrine Volunge.;2019;-;10
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos užsiėmimai (Labdaros ir paramos fondas „Vyrų fondas“).;2019;-;10
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fizinės gerovės užtikrinimo užsiėmimai su vadove Virginija Burakiene;2019;-;5
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kalanetika. Barre mankšta su vadove Justina Kitova;2019;-;15
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Grožio paslaugų veiklos užsiėmimai su Diana Šitel;2019;-;20
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Edukacinis renginys „Spalvų juokas“. Tapyba, keramika. Koncertas bendruomenei.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ekskursija po Trakų Vokės dvarą;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Klasikinės gitaros pristatymo renginys „Dieviško grožio kūriniai klasikinei gitarai“. Atlikėjas Algimantas Pauliukevičius;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Dvaro tarybos susirinkimas. Aptarti 2018 m. rezultatai ir pristatyti 2019 m. planai;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ekspertų (architektai, urbanistai, landšafto specialistai, istorikai ir kūrybinių industrijų atstovai) posėdis. ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Bendruomenės susirinkimas karietinėje.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Parodos „Einantis laikas“ uždarymas. Aukcionas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Romantinės muzikos vakaras „Meilės serenados“. Atlikėjai Loreta ir Anvar Haidari „Dolce amor‘.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jono Kunicko tapybos darbų parodos „Aktai“ atidarymas.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas „Klasikinės gitaros ir flamenko šokio duetas“.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus šv. Kazimiero bažnyčios choro „Ave Verum“ koncertas „Su gimtadieniu, Lietuva!“, skirtas Lietuvos valstybės atkūrimo šimtmečiui paminėti.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų Vokės bendruomenės „Versmė“ susitikimas bendruomenei su kandidatu į Vilniaus merus Gintautu Palucku.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Smuiko duetų koncertas. Monika Urbonaitė (Lietuva), Boris Brovtsyn (Austrija).;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų Vokės bendruomenės „Versmė“ susitikimas bendruomenei su kandidatu į Vilniaus merus Liutauru Stoškumi.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Reklamos filmavimas dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rinkimai I turas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Šventinis „Ąžuoliuko“ choro koncertas dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Menininko Vaido Žvirblio darbų parodos atidarymas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rinkimai II turas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rankdarbių forumas „Etsy“. ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;18 Muzikos mokyklų ataskaitinis koncertas „Sveikas, pavasarėli!“. ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Folklorinio ansamblio Vija CD įrašymas dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Reklamos filmavimas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Parodos „Erotika ne pro rakto skylutę“ atidarymas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kristinos Norvilaitės grafikos darbų paroda parodoje;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Folkloro šventė „Vyšnios šakelė sužaliavo“, skirta Trakų Vokės dvaro sodybos folkloro ansamblio „Vija“ kūrybinės veiklos 20-ties metų jubiliejui.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;LR Prezidento rinkimai ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Garso meno seminaras, skirtas visiems besidomintiems kultūra „Garso architektūra“.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;LR Prezidento ir Europos parlamento rinkimai;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Privatus renginys. Vestuvių ceremonija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Baigiamasis šokių kolektyvų dalyvių koncertas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginys/edukacijos Vaikų gynimo dienos proga „Dėmesio ! kuria vaikai“;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Parodos „Erotika ne pro rakto skylutę“  ir Kristinos Norvilaitės grafikos darbų parodos uždarymas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Baigiamasis edukacinių užsiėmimų „Linksmieji žiogeliai“ dalyvių koncertas ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vidos Juškaitės personalinė keramikos darbų parodos „Nevaikiški žaidimai“ atidarymas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
